GEOID_FIN,federal_transfers_real_2017,POPULATION,ID_NAME,STATE_FIPS,COUNTY_FIPS,tax_revenue_real_2017,B_B01,B_B21,B_B22,B_B30,B_B42,B_B46,B_B50,B_B79,B_B80,B_B89,T_T01,T_T09,T_T10,T_T13,T_T16,T_T19,T_T20,T_T22,T_T28,T_T29,YEAR,decade,federal_transfers_pc,tax_revenue_pc,log_transfers_pc,log_tax_pc
0117176,34088.444017478076,1382.0,COOSADA,01,026,158046.4222628529,,,,34088.444017478076,,,,,,,,158046.4222628529,,,,,,,,,2002,2000,24.66602316749499,114.36065286747677,3.2054267163915102,4.739357076317465
0119360,610493.042858471,4653.0,DALEVILLE,01,023,1961635.0057330567,,,,,,,,,,610493.042858471,184387.49263999506,1515386.2840497072,,,,261861.2290433543,,,,,2002,2000,131.20417856403847,421.585000157545,4.876754724814095,6.044021418220282
0119648,441600.2974991478,16581.0,DAPHNE,01,002,16726579.689485265,,,,,,,,,,441600.2974991478,3712541.448448976,12009978.617248753,364126.56109578855,202981.18937680128,117760.07933310608,319191.7939818402,,,,,2002,2000,26.632911012553393,1008.7799101070663,3.2821477071280873,6.916496869808345
0119744,32538.969289410892,1371.0,DAUPHIN ISLAND,01,049,968421.7050419908,,,,,,32538.969289410892,,,,,299048.6225169668,441600.2974991478,,,,227772.78502587625,,,,,2002,2000,23.733748569956887,706.3615645820502,3.166898025521918,6.560127237534896
0120104,7203508.010784345,53929.0,DECATUR,01,052,33135517.059716757,,,,3870587.870711829,,,3148532.6474325205,,,184387.49263999506,3749728.8419225886,23508630.574235335,3275589.5751340296,1284514.5495676966,261861.2290433543,1055192.2898137532,,,,,2002,2000,133.57392146682386,614.4285460460375,4.894655043447201,6.420692642417626
0120296,736000.4958319131,7540.0,DEMOPOLIS,01,046,7132232.173293254,,,,,,,,,,736000.4958319131,1783445.4120053304,4385013.480430135,519074.0339025071,444699.2469552822,,,,,,,2002,2000,97.61279785569138,945.9193863784157,4.581008610393449,6.852157350176049
0121184,10846.323096470298,57737.0,DOTHAN,01,035,57078000.5578109,,,,10846.323096470298,,,,,,,4239362.855991819,48555889.55344139,1518485.2335058416,423006.6007623416,528370.8822709102,1812885.431838607,,,,,2002,2000,0.18785740680101665,988.58618490415,-1.6720720784021492,6.89627582637116
0123296,41835.817657814005,4185.0,ELBA,01,016,1346493.538690384,,,,27890.545105209338,,,13945.272552604669,,,,178189.59372772631,1004059.623787536,,,,164244.32117512164,,,,,2002,2000,9.99661114882055,321.7427810490762,2.302246150441563,5.773752409702626
0124568,162694.84644705447,13908.0,EUFAULA,01,003,8783972.233412873,,,,,,,,,,162694.84644705447,1019554.3710682079,6664290.805416964,9296.848368403113,289751.7741485637,119309.55406117327,681768.8803495616,,,,,2002,2000,11.697932588945532,631.5769509212593,2.459412124390581,6.4482197885573616
0124880,17044.222008739038,582.0,EXCEL,01,050,57330.564938485855,,,,,,,,,,17044.222008739038,17044.222008739038,21692.646192940596,,,,18593.696736806225,,,,,2002,2000,29.285604826012094,98.50612532385885,3.3770960924277422,4.590118732273596
0125240,376522.35892032605,12480.0,FAIRHOPE,01,002,3667606.681335028,,,,,,,,,,376522.35892032605,3195016.889274536,,435402.3985868791,,37187.39347361245,,,,,,2002,2000,30.170060810923562,293.87874049158876,3.4068500687779393,5.683167234951375
0126992,323840.2181660417,7590.0,FOLEY,01,002,8594936.316588677,,,,,,,,,,323840.2181660417,813474.2322352723,6985032.074126871,46484.24184201556,,63528.4638507546,686417.3045337631,,,,,2002,2000,42.66669541054568,1132.4026767574014,3.753418648935945,7.032096917026369
0127520,13945.272552604669,1270.0,FORT DEPOSIT,01,043,426105.550218476,,,,,,,,,,13945.272552604669,136353.7760699123,271158.07741175743,,,,18593.696736806225,,,,,2002,2000,10.980529568980055,335.51618127439053,2.3961236652443922,5.815670185574744
0127616,74374.7869472249,12938.0,FORT PAYNE,01,025,12494964.207133783,,,,,,,58880.03966655304,,,15494.747280671854,847562.6762527503,10833927.298645759,,560909.851560321,252564.38067495122,,,,,,2002,2000,5.74855363635994,965.7570109084699,1.74894828166477,6.872912261068029
0128552,198332.76519259973,6595.0,FULTONDALE,01,037,2435774.2725216155,,,,,,,,,,198332.76519259973,,2074746.6608819612,24791.595649074967,119309.55406117327,,216926.46192940595,,,,,2002,2000,30.073201697134152,369.3365083429288,3.4036344661290117,5.911708175198546
0128696,3647463.5098701543,38978.0,GADSDEN,01,028,29147169.109671824,,,,,,,2268431.0018903594,,,1379032.5079797949,4327682.915491649,22571198.36375469,615141.4670426726,598097.2450339335,604295.1439462022,430753.9744026775,,,,,2002,2000,93.57749268485182,747.7851380181596,4.538789891799062,6.617115688071861
0129056,51132.66602621711,11626.0,GARDENDALE,01,037,7893024.264774242,,,,,,,,,,51132.66602621711,,7834144.225107689,3098.949456134371,,,55781.090210418675,,,,,2002,2000,4.398130571668426,678.911428244817,1.481179580565994,6.520490674638916
0132224,429204.4996746103,2389.0,GUIN,01,047,545415.1042796492,,,,429204.4996746103,,,,,,,145650.62443831543,399764.4798413338,,,,,,,,,2002,2000,179.65864364780674,228.30268073656308,5.191058626222339,5.430672295633097
0132272,402863.42929746816,5044.0,GULF SHORES,01,002,14357432.83027054,,,,,,,,,,402863.42929746816,1919799.1880752426,7432830.270538288,,,,5004803.371657008,,,,,2002,2000,79.86983134366935,2846.43791242477,4.380398201291527,7.953823636252593
0132416,2065449.812513558,7395.0,GUNTERSVILLE,01,048,12657659.053580837,,,,,,,,,,2065449.812513558,1588211.596268865,9462642.164306302,1213238.7120766062,229322.25975394342,164244.32117512164,,,,,,2002,2000,279.3035581492303,1711.6509876377063,5.632299212394618,7.445213673557779
0133976,10846.323096470298,3002.0,HEFLIN,01,015,1859369.6736806224,,,,10846.323096470298,,,,,,,384269.73256066197,1234931.3582695466,,,,240168.58285041372,,,,,2002,2000,3.613032343927481,619.3769732447109,1.2845474042227158,6.428714090943494
0135632,72825.31221915771,950.0,HOLLYWOOD,01,036,110012.70569277016,,,,72825.31221915771,,,,,,,20143.17146487341,89869.53422789674,,,,,,,,,2002,2000,76.65822338858706,115.8028480976528,4.339356884476282,4.751889159807538
0135800,190585.39155226378,25043.0,HOMEWOOD,01,037,40946419.16390344,,,,,,,,,,190585.39155226378,8395054.076668011,30688896.464098673,178189.59372772631,,,1684279.0294090305,,,,,2002,2000,7.610325901539903,1635.0444900332802,2.029505996388925,7.39942529399067
0135896,220025.41138554033,62742.0,HOOVER,01,037,74714121.91267161,,,,,,,150299.04862251697,,,69726.36276302334,9718305.494437387,63520716.47711426,,,,1475099.9411199605,,,,,2002,2000,3.506828143596639,1190.8151144794813,1.2547119661354267,7.082393321771416
0137000,4056524.838079891,158216.0,HUNTSVILLE,01,045,151372834.60906753,,,,,,,4056524.838079891,,,,26200068.176888037,116179615.11047755,2866528.2469242928,,,6126623.074777651,,,,,2002,2000,25.639156836728848,956.7479560162533,3.244120746828794,6.863539987921249
0137864,20143.17146487341,9813.0,IRONDALE,01,037,9140351.420868326,,,,20143.17146487341,,,,,,,801078.4344107348,8288140.320431374,,,,51132.66602621711,,,,,2002,2000,2.0527026867291767,931.4533191550316,0.7191573086158528,6.836746075157391
0138272,350181.2885431839,8404.0,JACKSONVILLE,01,008,5643186.959620689,,,,,,,,,,350181.2885431839,708109.9507267037,4935077.008893985,,,,,,,,,2002,2000,41.668406537742015,671.4882150905152,3.7297432046682046,6.509496465683472
0138416,24791.595649074967,14052.0,JASPER,01,064,16072701.354240913,,,,24791.595649074967,,,,,,,2679041.8048281632,10615451.361988287,,303697.04670116835,368774.9852799901,2105736.1554433047,,,,,2002,2000,1.7642752383343985,1143.8016904526696,0.5677399762148733,7.04211280940692
0139520,723604.6980073756,541.0,KENNEDY,01,038,85221.1100436952,,,,,,,,,,723604.6980073756,65077.938578821784,10846.323096470298,,,,9296.848368403113,,,,,2002,2000,1337.531789292746,157.52515719721848,7.198581246183226,5.059585173746799
0139856,3098.949456134371,1801.0,KIMBERLY,01,037,271158.07741175743,,,,3098.949456134371,,,,,,,94517.9584120983,111562.18042083735,,,,65077.938578821784,,,,,2002,2000,1.7206826519346867,150.55973204428508,0.5427211027447989,5.014359896108368
0143384,26341.07037714215,653.0,LISMAN,01,012,27890.545105209338,,,,26341.07037714215,,,,,,,3098.949456134371,24791.595649074967,,,,,,,,,2002,2000,40.338545753663325,42.711401386231756,3.6973074821405945,3.7544658959805433
0143648,30989.49456134371,978.0,LITTLEVILLE,01,017,703461.5265425021,,,,,,,,,,30989.49456134371,20143.17146487341,292850.723604698,,,,390467.6314729307,,,,,2002,2000,31.686599755975163,719.2858144606361,3.4558938708799833,6.57825879536734
0145784,113111.65514890452,29329.0,MADISON,01,045,20823390.870494902,,,,113111.65514890452,,,,,,,4728996.870061049,13886392.512938116,266509.65322755586,491183.48879729776,148749.5738944498,1301558.7715764358,,,,,2002,2000,3.8566488850252147,709.9932104911487,1.3497986419024424,6.565255407301115
0146504,30989.49456134371,672.0,MAPLESVILLE,01,011,610493.042858471,,,,,,,,,,30989.49456134371,88320.05949982957,522172.98335864145,,,,,,,,,2002,2000,46.11531928771385,908.4717899679629,3.831145200391651,6.811763836135594
0151000,5863212.371006229,201568.0,MONTGOMERY,01,051,130058260.24977534,,,,,,,5088475.006972637,,,774737.3640335926,26999597.136570703,89909820.5708265,,8536056.276922124,421457.1260342744,4191329.1394217364,,,,,2002,2000,29.088011842188386,645.2326770607207,3.370326125110923,6.469610991373901
0151096,505128.76134990243,8053.0,MOODY,01,058,2407883.727416406,,,,,,,,,,505128.76134990243,151848.52335058418,2093340.3576187673,,123957.97824537483,,38736.86820167963,,,,,2002,2000,62.725538476332105,299.00456071233157,4.1387686769319725,5.7004588264928575
0151672,15494.747280671854,338.0,MOUNTAINBORO,01,028,46484.24184201556,,,,,,,,,,15494.747280671854,32538.969289410892,,,,,13945.272552604669,,,,,2002,2000,45.84244757595223,137.52734272785668,3.8252104648718364,4.923822753539946
0153016,782484.7376739286,11924.0,MUSCLE SHOALS,01,017,15583067.340171684,,,,737549.9705599803,,,,10846.323096470298,,34088.444017478076,863057.4235334222,13382813.22631628,351730.76327125105,703461.5265425021,246366.48176268247,35637.91874554526,,,,,2002,2000,65.62267172709902,1306.8657615038312,4.183921241838208,7.175387001007328
0153856,10846.323096470298,1250.0,NEW BROCKTON,01,016,213827.51247327158,,,,,,,,,,10846.323096470298,23242.12092100778,161145.37171898727,,,,29440.01983327652,,,,,2002,2000,8.677058477176239,171.06200997861725,2.1606825861197763,5.142026122221668
0154168,15494.747280671854,2539.0,NEW HOPE,01,045,629086.7395952772,,,,15494.747280671854,,,,,,,117760.07933310608,511326.6602621712,,,,,,,,,2002,2000,6.102696841540706,247.76949176655268,1.808730778650177,5.512498845257864
0155018,63528.4638507546,986.0,WOODSTOCK,01,004,500480.33716570085,,,,,,,,,,63528.4638507546,,500480.33716570085,,,,,,,,,2002,2000,64.43049072084645,507.5865488495952,4.165586979462482,6.2296672359808305
0155200,37187.39347361245,19435.0,NORTHPORT,01,063,11690786.823266914,,,,37187.39347361245,,,,,,,2256035.204065822,8396603.551396077,51132.66602621711,337785.4907186464,384269.73256066197,264960.1784994887,,,,,2002,2000,1.913423898822354,601.5326381922775,0.6488942544224318,6.399480795276435
0157000,173541.16954352477,5576.0,ONEONTA,01,005,5463447.891164895,,,,,,,,,,173541.16954352477,464842.4184201556,4998605.47274474,,,,,,,,,2002,2000,31.122878325596265,979.8149015718966,3.4379431862155445,6.887363677878265
0157048,616690.9417707397,23498.0,OPELIKA,01,041,20716477.114258267,,,,66627.41330688896,,,550063.5284638508,,,,7036164.740153088,12312126.189221855,10846.323096470298,698813.1023583006,170442.2200873904,488084.53934116336,,,,,2002,2000,26.244401300993264,881.6272497343717,3.2674526825177295,6.781769347329281
0157648,119309.55406117327,15119.0,OZARK,01,023,9002448.170070346,,,,,,,,,,119309.55406117327,2342805.788837584,5791936.533515139,40286.34292974682,381170.78310452757,145650.62443831543,300598.09724503395,,,,,2002,2000,7.891365438267959,595.4393921602187,2.0657691792342923,6.389299607226565
0158896,38736.86820167963,9565.0,PELL CITY,01,058,10365985.93076947,,,,,,,,,,38736.86820167963,619789.8912268741,8883138.616009174,15494.747280671854,170442.2200873904,266509.65322755586,410610.80293780414,,,,,2002,2000,4.049855535983234,1083.7413414291134,1.398681210354657,6.988174538608731
0163288,167343.27063125602,8428.0,RAINBOW CITY,01,028,5551767.950664725,,,,,,,,,,167343.27063125602,,5192289.813753138,27890.545105209338,291301.24887663085,40286.34292974682,,,,,,2002,2000,19.85563249065686,658.7289927224401,2.9884877195609496,6.490312209741684
0163336,243267.5323065481,4499.0,RAINSVILLE,01,025,2589172.2706002668,,,,145650.62443831543,,,,,,97616.90786823268,190585.39155226378,2181660.417118597,,,,216926.46192940595,,,,,2002,2000,54.07146750534521,575.4995044677188,3.9903066438679455,6.355238367115031
0164656,17044.222008739038,158.0,RIDGEVILLE,01,028,10846.323096470298,,,,,,,,17044.222008739038,,,3098.949456134371,7747.373640335927,,,,,,,,,2002,2000,107.87482284012049,68.64761453462214,4.680971507132213,4.228986383389156
0167056,886299.54445443,8971.0,RUSSELLVILLE,01,030,4885493.817595836,,,,357928.6621835198,,24791.595649074967,,466391.89314822276,,37187.39347361245,1022653.3205243424,3703244.600080573,,116210.6046050389,,43385.29238588119,,,,,2002,2000,98.79607005399956,544.5874281123438,4.593057827181324,6.300028495346587
0167920,27890.545105209338,509.0,SAND ROCK,01,010,41835.817657814005,,,,27890.545105209338,,,,,,,40286.34292974682,1549.4747280671854,,,,,,,,,2002,2000,54.79478409667846,82.1921761450177,4.003595008706451,4.409060116814616
0168160,41835.817657814005,12288.0,SARALAND,01,049,9114010.350491185,,,,,,,,,,41835.817657814005,901794.2917351018,7352257.584678794,212278.0377452044,419907.65130620723,,227772.78502587625,,,,,2002,2000,3.4046075567882492,741.7000610751289,1.2251296779776852,6.608944931087296
0168736,736000.4958319131,14762.0,SCOTTSBORO,01,036,16474015.308810314,,,,,,,35637.91874554526,,,700362.5770863678,3303480.120239239,11921658.557748923,670922.5572530912,455545.5700517525,122408.50351730765,,,,,,2002,2000,49.85777644166868,1115.9744823743608,3.9091744810654534,7.017483277423893
0169648,72825.31221915771,9652.0,SHEFFIELD,01,017,5286807.772165236,,,,,,,,,,72825.31221915771,1366636.7101552575,3204313.737642939,235520.15866621217,164244.32117512164,125507.452973442,190585.39155226378,,,,,2002,2000,7.5451007272231365,547.7422059847945,2.020898442325946,6.305804749227457
0171976,331587.59180637763,5423.0,SPANISH FORT,01,002,568657.225200657,,,,,,,,,,331587.59180637763,,568657.225200657,,,,,,,,,2002,2000,61.14467855548177,104.86026649468137,4.1132428355416,4.6526286685743194
0173728,10846.323096470298,2151.0,SULLIGENT,01,038,650779.3857882179,,,,10846.323096470298,,,,,,,105364.2815085686,461743.46896402125,,,,83671.63531562801,,,,,2002,2000,5.042456111794653,302.54736670767915,1.617893287148393,5.712237849370494
0174352,801078.4344107348,12616.0,SYLACAUGA,01,061,11831789.023521027,,,,,,,,,,801078.4344107348,2287024.6986271655,9380520.00371874,,164244.32117512164,,,,,,,2002,2000,63.49702238512483,937.8399669880332,4.150993013226365,6.843579323563573
0175960,883200.5949982957,4649.0,THOMASVILLE,01,013,6095633.580216307,,,,,,,,,,883200.5949982957,229322.25975394342,5534723.728655986,,,,331587.59180637763,,,,,2002,2000,189.9764669817801,1311.1709142216191,5.246900206498821,7.178675844619229
0176632,4648.424184201556,152.0,TOXEY,01,012,24791.595649074967,,,,,,,,,,4648.424184201556,,24791.595649074967,,,,,,,,,2002,2000,30.581738053957608,163.10260295444058,3.420403035182643,5.0943794687543145
0177256,5014100.220025412,77906.0,TUSCALOOSA,01,063,53873686.820167966,,,,,,,2942452.508599585,,,2071647.711425827,11684588.924354644,38826737.73590753,602745.6692181351,,754594.1925687193,2005020.2981189378,,,,,2002,2000,64.3608992892128,691.5216648289986,4.164506294823531,6.538894480807812
0177280,1160556.571322322,7856.0,TUSCUMBIA,01,017,3071058.9110291614,,,,646130.9616040163,,,478787.69097276026,,,35637.91874554526,641482.5374198147,2429576.373609347,,,,0.0,,,,,2002,2000,147.72868779561125,390.9189041534065,4.9953774008437275,5.968500132216441
0180376,17044.222008739038,1298.0,WEBB,01,035,300598.09724503395,,,,,,,,,,17044.222008739038,300598.09724503395,,,,,,,,,,2002,2000,13.131141763281232,231.58559109786898,2.5749866428951447,5.444949529160103
0181720,1155908.1471381204,5726.0,WETUMPKA,01,026,5751650.190585392,,,,,,,342433.91490284796,,,813474.2322352723,277355.9763240262,5190740.339025071,85221.1100436952,141002.20025411388,34088.444017478076,23242.12092100778,,,,,2002,2000,201.87009206044715,1004.4796001720907,5.3076243819065105,6.912224875608841
0200870,23242.12092100778,309.0,AKIAK,02,003,,,,,,,,,,,23242.12092100778,,,,,,,,,,,2002,2000,75.21721980908667,,4.320380191565274,
0201200,71275.83749109053,652.0,ALAKANUK,02,021,128606.40242957638,,,,,,,,,,71275.83749109053,,128606.40242957638,,,,,,,,,2002,2000,109.3187691581143,197.24908348094536,4.694268101923251,5.2844673132307545
0201420,29440.01983327652,221.0,ALEKNAGIK,02,005,162694.84644705447,,,,29440.01983327652,,,,,,,,151848.52335058418,,,,10846.323096470298,,,,,2002,2000,133.2127594265906,736.175775778527,4.891947545009497,6.60146891600058
0203000,45047878.769097276,260283.0,ANCHORAGE,02,002,476688152.71622926,,28747404.62983049,,,,,,,,16300474.139266789,446117016.3314637,,,,7378598.655055936,23192537.72970963,,,,,2002,2000,173.07268922325807,1831.4225389911337,5.153711675172103,7.5128482875713285
0203440,147200.0991663826,572.0,ANGOON,02,018,178189.59372772631,,,,,,,,,,147200.0991663826,,178189.59372772631,,,,,,,,,2002,2000,257.3428307104591,311.5202687547663,5.550409167581552,5.741464404344262
0203550,79023.21113142645,572.0,ANIAK,02,003,72825.31221915771,,,,57330.564938485855,,,,,,21692.646192940596,,72825.31221915771,,,,,,,,,2002,2000,138.1524670129833,127.31697940412188,4.928357908705338,4.84667987769107
0203880,9296.848368403113,104.0,ANVIK,02,023,,,,,,,,,,,9296.848368403113,,,,,,,,,,,2002,2000,89.39277277310686,,4.493039837447492,
0204210,10846.323096470298,92.0,ATKA,02,001,38736.86820167963,,,,10846.323096470298,,,,,,,,,,,,38736.86820167963,,,,,2002,2000,117.8948162659815,421.05291523564813,4.769792839367082,6.04275851517997
0206520,1199293.4395240014,5471.0,BETHEL,02,003,6696829.774706375,,,,,,,,,,1199293.4395240014,,6696829.774706375,,,,,,,,,2002,2000,219.20918287771914,1224.059545733207,5.3900264468867105,7.109928110363815
0206630,6197.898912268742,43.0,BETTLES,02,023,10846.323096470298,,,,,,,,,,6197.898912268742,10846.323096470298,,,,,,,,,,2002,2000,144.1371840062498,252.24007201093715,4.970765512787138,5.530381300722561
0208740,24791.595649074967,276.0,BREVIG MISSION,02,014,38736.86820167963,,,,,,,,,,24791.595649074967,38736.86820167963,,,,,,,,,,2002,2000,89.82462191693828,140.35097174521604,4.4978591238834404,4.94414622651186
0209600,46484.24184201556,406.0,BUCKLAND,02,011,51132.66602621711,,,,,,,,,,46484.24184201556,51132.66602621711,,,,,,,,,,2002,2000,114.49320650742749,125.94252715817024,4.740515489421233,4.8358256692255575
0212680,38736.86820167963,394.0,CHEFORNAK,02,003,4648.424184201556,,,,,,,,,,38736.86820167963,4648.424184201556,,,,,,,,,,2002,2000,98.31692436974525,11.798030924369431,4.5881961829310765,2.4679326467309854
0213230,79023.21113142645,765.0,CHEVAK,02,021,128606.40242957638,,,,,,,,,,79023.21113142645,128606.40242957638,,,,,,,,,,2002,2000,103.29831520447901,168.11294435238742,4.6376210662586,5.124636041330872
0213550,61978.98912268742,79.0,CHIGNIK,02,025,145650.62443831543,,,,,,,,,,61978.98912268742,,,,,,145650.62443831543,,,,,2002,2000,784.5441661099673,1843.6787903584232,6.6651028690077245,7.519518197163792
0214330,7747.373640335927,119.0,CHUATHBALUK,02,003,,,,,7747.373640335927,,,,,,,,,,,,,,,,,2002,2000,65.10398017089014,,4.17598568668338,
0216360,122408.50351730765,199.0,COFFMAN COVE,02,016,,,,,,,,,,,122408.50351730765,,,,,,,,,,,2002,2000,615.1181081271741,,6.421814295103339,
0217410,508227.7108060368,2454.0,CORDOVA,02,020,5491338.436270105,,131705.35188571076,,,,,,,,376522.35892032605,2251386.7798816203,3239951.6563884844,,,,,,,,,2002,2000,207.10175664467675,2237.7092242339463,5.333210250474097,7.7132079538149245
0217740,2816945.055626143,1397.0,CRAIG,02,016,2714679.723573709,,1334097.7408658466,,,,,,,,1482847.3147602964,624438.3154110757,1845424.4011280178,,,,244817.0070346153,,,,,2002,2000,2016.4245208490643,1943.2209903891976,7.609081182841272,7.572102179600185
0218620,551613.003191918,840.0,DELTA JUNCTION,02,019,,,,,551613.003191918,,,,,,,,,,,,,,,,,2002,2000,656.6821466570452,,6.4872001063754805,
0218950,1499891.5367690355,2466.0,DILLINGHAM,02,005,5384424.680033469,,1016455.4216120736,,326939.1676221761,,,,,,156496.94753478572,1846973.875856085,2906814.5898540397,216926.46192940595,,,413709.7523939385,,,,,2002,2000,608.2285226151806,2183.464995958422,6.410550670913097,7.688668341635412
0219060,12395.797824537483,146.0,DIOMEDE,02,014,20143.17146487341,,,,,,,,,,12395.797824537483,20143.17146487341,,,,,,,,,,2002,2000,84.90272482559921,137.9669278415987,4.441506187332309,4.92701400311401
0220380,105364.2815085686,129.0,EAGLE,02,019,,,,,105364.2815085686,,,,,,,,,,,,,,,,,2002,2000,816.7773760354155,,6.705366568175244,
0221040,27890.545105209338,280.0,EEK,02,003,29440.01983327652,,,,27890.545105209338,,,,,,,,29440.01983327652,,,,,,,,,2002,2000,99.60908966146192,105.14292797598758,4.601253422087725,4.655320643358
0221810,15494.747280671854,130.0,EKWOK,02,005,,,,,,,,,,,15494.747280671854,,,,,,,,,,,2002,2000,119.1903636974758,,4.780721909899273,
0222250,72825.31221915771,313.0,ELIM,02,014,49583.19129814993,,,,,,,,,,72825.31221915771,49583.19129814993,,,,,,,,,,2002,2000,232.6687291346892,158.41275175127774,5.449615678530715,5.065203979620383
0222910,82122.16058756082,767.0,EMMONAK,02,021,154947.47280671852,,,,,,,,,,82122.16058756082,,154947.47280671852,,,,,,,,,2002,2000,107.06930976213927,202.017565588942,4.673476379545675,5.308354651981644
0224230,3794663.609036537,30224.0,FAIRBANKS,02,006,17395952.77201029,,,,,,,,,,3794663.609036537,11617961.511047756,,1513836.80932164,,1315504.0441290403,2948650.4075118536,,,,,2002,2000,125.55133698506276,575.5675215726009,4.832714734571686,6.355356548078298
0226760,89869.53422789674,595.0,FORT YUKON,02,023,167343.27063125602,,,,,,,,,,89869.53422789674,,167343.27063125602,,,,,,,,,2002,2000,151.0412339964651,281.2491943382454,5.017552872361599,5.639241088939399
0227530,4873098.019771297,675.0,GALENA,02,023,251014.905946884,,4020886.919334346,,,,,,,,852211.100436952,,233970.683938145,,,,17044.222008739038,,,,,2002,2000,7219.404473735255,371.87393473612445,8.88452774562282,5.918554911720664
0227640,235520.15866621217,649.0,GAMBELL,02,014,102265.33205243423,,,,,,,,,,235520.15866621217,,102265.33205243423,,,,,,,,,2002,2000,362.8970087306813,157.57370115937476,5.894119071502996,5.059893292683145
0229180,12395.797824537483,144.0,GOLOVIN,02,014,,,,,,,,,,,12395.797824537483,,,,,,,,,,,2002,2000,86.08192933706586,,4.455299509464645,
0229290,23242.12092100778,230.0,GOODNEWS BAY,02,003,,,,,,,,,,,23242.12092100778,,,,,,,,,,,2002,2000,101.05269965655556,,4.615642159539824,
0230060,29440.01983327652,194.0,GRAYLING,02,023,,,,,,,,,,,29440.01983327652,,,,,,,,,,,2002,2000,151.75267955297176,,5.022252087463922,
